Section,Standard Designation,"Grade, Class, Type, Symbol or Name",Steel Number,UNS Number,C,Mn,Si,P,S,Cr,Ni,Mo,Others
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,ASTM A 688/A 688M-03,TP304L,---,S30403,0.035,2.00,0.75,0.040,0.030,18.00-20.00,8.00-13.00,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,JIS G 3459:1997,SUS304LTP,---,---,0.030,2.00,1.00,0.040,0.030,18.00-20.00,9.00-13.00,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,JIS G 3463:1994,SUS304LTB,---,---,0.030,2.00,1.00,0.040,0.030,18.00-20.00,9.00-13.00,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,JIS G 3468:1994,SUS304L,---,---,0.030,2.00,1.00,0.045,0.030,18.00-20.00,9.00-13.00,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,BS 3605-1:1991 AMD 2:1997,304S11,---,---,0.030,2.00,1.00,0.040,0.030,17.00-19.00,9.00-12.00,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,BS 3605-2:1992 AMD 1:1997,304S11,---,---,0.030,2.00,1.00,0.04,0.03,17.00-19.00,9.00-12.00,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,DIN 17457:1985,X 2 CrNi 19 11,1.4306,---,0.030,---,---,---,---,18.0-20.0,10.0-12.5,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,DIN 17458:1985,X 2 CrNi 19 11,1.4306,---,0.030,---,---,---,---,18.0-20.0,10.0-12.5,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,AFNOR NF A 49-217:1987,TU Z 2 CN 18 10,---,---,0.030,2.00,1.00,0.040,0.030,17.00-20.00,9.00-12.00,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,AFNOR NF A 49-244:1993,X3CrNi18-10,---,---,0.030,2.00,0.75,0.040,0.015,17.0-19.0,9.0-11.0,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,AFNOR NF A 49-247:1981,TS Z 2 CN 18-10,---,---,0.030,2.00,1.00,0.040,0.030,17-20.0,9-12.00,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,ISO 2604-II:1975,TS 46,---,---,0.03,2.00,1.00,0.045,0.030,17.00-19.00,9.00-13.00,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,ISO 2604-V:1978,TW 46,---,---,0.03,2.00,1.00,0.045,0.030,17.00-19.00,9.00-12.00,---,---
