Section,Standard Designation,"Grade, Class, Type, Symbol or Name",Steel Number,UNS Number,C,Mn,Si,P,S,Cr,Ni,Mo,Others
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),JIS G 4304:1999,SUS316Ti,---,---,0.08,2.00,1.00,0.045,0.030,16.00-18.00,10.00-14.00,2.00-3.00,Ti ≥ 5 x C
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),JIS G 4305:1999,SUS316Ti,---,---,0.08,2.00,1.00,0.045,0.030,16.00-18.00,10.00-14.00,2.00-3.00,Ti ≥ 5 x C
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),JIS G 4312:1991,SUS316Ti,---,---,0.08,2.00,1.00,0.045,0.030,16.00-18.00,10.00-14.00,2.00-3.00,Ti ≥ 5 x C
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),EN 10088-2:1995,X6CrNiMoTi17-12-2,1.4571,---,0.08,2.00,1.00,0.045,0.015,16.50-18.50,10.50-13.50,2.00-2.50,Ti 5 x C to 0.70
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),ASTM A 240/A 240M-03c,317L,---,S31700,0.030,2.00,0.75,0.045,0.030,18.0-20.0,11.0-15.0,3.0-4.0,N 0.10
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),JIS G 4304:1999,SUS317L,---,---,0.030,2.00,1.00,0.045,0.030,18.00-20.00,11.00-15.00,3.00-4.00,---
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),JIS G 4305:1999,SUS317L,---,---,0.030,2.00,1.00,0.045,0.030,18.00-20.00,11.00-15.00,3.00-4.00,---
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),EN 10088-2:1995,X2NiCrMo18-15-4,1.4438,---,0.030,2.00,1.00,0.045,0.015,17.50-19.50,13.00-16.00,3.00-4.00,N 0.11
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),ASTM A 240/A 240M-03c,317LN,---,S31753,0.030,2.00,0.75,0.045,0.030,18.0-20.0,11.0-15.0,3.0-4.0,N 0.10-0.22
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),JIS G 4304:1999,SUS317LN,---,---,0.03,2.00,1.00,0.045,0.030,18.00-20.00,11.00-15.00,3.00-4.00,N 0.10-0.22
